symbol,entry_date,exit_date,entry_price,exit_price,shares,pnl,return_%,cumulative_pnl,cum_max,drawdown
AMD,1997-04-30,1997-05-05,22.39,22.12,4,1.08,0.11,396.85000000000014,396.85000000000014,0.0
CHKP,1997-05-01,1997-05-06,24.81,25.12,4,-1.26,-0.13,395.59000000000015,396.85000000000014,-1.259999999999991
CHKP,1997-05-02,1997-05-07,25.73,26.62,3,-2.68,-0.27,392.91000000000014,396.85000000000014,-3.9399999999999977
CDNS,1997-05-06,1997-05-08,38.19,34.75,2,6.88,0.69,399.79000000000013,399.79000000000013,0.0
AMAT,1997-05-06,1997-05-08,6.57,6.09,15,7.18,0.72,406.97000000000014,406.97000000000014,0.0
BIIB,1997-05-06,1997-05-08,23.62,22.0,4,6.48,0.65,413.45000000000016,413.45000000000016,0.0
CAR,1997-05-06,1997-05-08,25.59,23.38,3,6.64,0.66,420.09000000000015,420.09000000000015,0.0
ADBE,1997-05-06,1997-05-09,6.01,5.45,16,8.96,0.9,429.0500000000001,429.0500000000001,0.0
CHKP,1997-05-07,1997-05-12,27.82,27.88,3,-0.17,-0.02,428.8800000000001,429.0500000000001,-0.17000000000001592
CHKP,1997-05-16,1997-05-20,33.47,28.5,2,9.94,0.99,438.8200000000001,438.8200000000001,0.0
CMCSA,1997-06-10,1997-06-13,21.81,20.83,4,3.92,0.39,442.7400000000001,442.7400000000001,0.0
CMCSA,1997-06-11,1997-06-13,22.57,20.83,4,6.96,0.7,449.7000000000001,449.7000000000001,0.0
CDNS,1997-07-08,1997-07-11,40.43,38.88,2,3.11,0.31,452.8100000000001,452.8100000000001,0.0
CDNS,1997-07-09,1997-07-11,41.15,38.88,2,4.55,0.45,457.3600000000001,457.3600000000001,0.0
CHKP,1997-07-10,1997-07-14,30.45,27.88,3,7.72,0.77,465.08000000000015,465.08000000000015,0.0
ADI,1997-07-16,1997-07-21,12.91,12.03,7,6.16,0.62,471.2400000000002,471.2400000000002,0.0
CGNX,1997-07-17,1997-07-21,37.14,32.75,2,8.78,0.88,480.02000000000015,480.02000000000015,0.0
ADI,1997-07-17,1997-07-21,13.28,12.03,7,8.75,0.87,488.77000000000015,488.77000000000015,0.0
CCEP,1997-07-23,1997-07-25,30.32,28.5,3,5.46,0.55,494.23000000000013,494.23000000000013,0.0
CAKE,1997-07-31,1997-08-04,27.83,25.63,3,6.61,0.66,500.84000000000015,500.84000000000015,0.0
CAKE,1997-07-30,1997-08-04,27.43,25.63,3,5.41,0.54,506.25000000000017,506.25000000000017,0.0
CAKE,1997-07-29,1997-08-04,27.3,25.63,3,5.02,0.5,511.27000000000015,511.27000000000015,0.0
BIIB,1997-10-07,1997-10-10,45.94,42.25,2,7.38,0.74,518.6500000000002,518.6500000000002,0.0
BIIB,1997-10-08,1997-10-10,48.3,42.25,2,12.1,1.21,530.7500000000002,530.7500000000002,0.0
BLDP,1997-10-14,1997-10-16,72.84,56.25,1,16.59,1.66,547.3400000000003,547.3400000000003,0.0
CHKP,1997-10-23,1997-10-27,42.92,39.62,2,6.59,0.66,553.9300000000003,553.9300000000003,0.0
CDNS,1997-11-05,1997-11-07,59.59,54.75,1,4.84,0.48,558.7700000000003,558.7700000000003,0.0
ADI,1997-11-05,1997-11-07,12.76,11.52,7,8.65,0.87,567.4200000000003,567.4200000000003,0.0
AMAT,1997-11-05,1997-11-07,7.95,6.89,10,10.65,1.06,578.0700000000003,578.0700000000003,0.0
CHKP,1997-11-05,1997-11-10,49.48,45.75,2,7.46,0.75,585.5300000000003,585.5300000000003,0.0
CHKP,1997-11-06,1997-11-10,52.7,45.75,1,6.95,0.7,592.4800000000004,592.4800000000004,0.0
AMAT,1997-11-21,1997-11-25,8.0,6.93,12,12.79,1.28,605.2700000000003,605.2700000000003,0.0
BLDP,1997-12-09,1997-12-11,66.35,59.5,1,6.85,0.68,612.1200000000003,612.1200000000003,0.0
BLDP,1997-12-18,1997-12-22,84.79,73.5,1,11.29,1.13,623.4100000000003,623.4100000000003,0.0
AMD,1998-02-27,1998-03-03,13.19,10.88,7,16.17,1.62,639.5800000000003,639.5800000000003,0.0
AMD,1998-04-01,1998-04-06,15.26,14.25,6,6.06,0.61,645.6400000000002,645.6400000000002,0.0
AMD,1998-04-02,1998-04-06,15.72,14.25,6,8.82,0.88,654.4600000000003,654.4600000000003,0.0
CHKP,1998-08-18,1998-08-20,29.27,26.0,3,9.81,0.98,664.2700000000002,664.2700000000002,0.0
AMD,1998-09-10,1998-09-15,8.53,8.35,10,1.8,0.18,666.0700000000002,666.0700000000002,0.0
CAR,1998-09-15,1998-09-18,13.32,12.94,5,1.91,0.19,667.9800000000001,667.9800000000001,0.0
CAR,1998-09-16,1998-09-18,13.52,12.94,5,2.91,0.29,670.8900000000001,670.8900000000001,0.0
AMD,1998-09-24,1998-09-28,10.99,10.19,9,7.2,0.72,678.0900000000001,678.0900000000001,0.0
CCEP,1998-10-13,1998-10-15,33.01,29.88,3,9.4,0.94,687.4900000000001,687.4900000000001,0.0
ASML,1998-10-16,1998-10-21,24.97,27.6,3,-7.88,-0.79,679.6100000000001,687.4900000000001,-7.8799999999999955
CGNX,1998-10-16,1998-10-21,13.91,15.88,5,-9.82,-0.98,669.7900000000001,687.4900000000001,-17.700000000000045
AMAT,1998-10-16,1998-10-21,6.12,6.03,16,1.37,0.14,671.1600000000001,687.4900000000001,-16.33000000000004
CHKP,1998-10-16,1998-10-21,18.11,22.5,3,-13.17,-1.32,657.9900000000001,687.4900000000001,-29.5
CDNS,1998-10-20,1998-10-22,27.04,20.62,3,19.24,1.92,677.2300000000001,687.4900000000001,-10.259999999999991
AMAT,1998-10-20,1998-10-22,6.5,6.03,15,7.1,0.71,684.3300000000002,687.4900000000001,-3.159999999999968
BIIB,1998-10-20,1998-10-23,28.09,27.75,3,1.02,0.1,685.3500000000001,687.4900000000001,-2.1399999999999864
CGNX,1998-10-20,1998-10-23,14.37,16.0,6,-9.78,-0.98,675.5700000000002,687.4900000000001,-11.919999999999959
CGNX,1998-10-21,1998-10-23,17.13,16.0,5,5.65,0.56,681.2200000000001,687.4900000000001,-6.269999999999982
CHKP,1998-10-20,1998-10-23,20.61,22.19,3,-4.73,-0.47,676.4900000000001,687.4900000000001,-11.0
CHKP,1998-10-22,1998-10-27,23.1,23.19,3,-0.26,-0.03,676.2300000000001,687.4900000000001,-11.259999999999991
ASML,1998-10-22,1998-10-27,28.98,28.9,3,0.25,0.03,676.4800000000001,687.4900000000001,-11.009999999999991
AVT,1998-10-22,1998-10-27,47.38,46.75,2,1.26,0.13,677.7400000000001,687.4900000000001,-9.75
ADI,1998-10-22,1998-10-27,7.1,6.93,14,2.38,0.24,680.1200000000001,687.4900000000001,-7.3700000000000045
ASML,1998-10-23,1998-10-27,30.6,28.9,3,5.11,0.51,685.2300000000001,687.4900000000001,-2.259999999999991
CHKP,1998-10-23,1998-10-28,23.3,23.0,3,0.9,0.09,686.1300000000001,687.4900000000001,-1.3600000000000136
CHKP,1998-10-27,1998-10-30,23.89,23.62,3,0.8,0.08,686.9300000000001,687.4900000000001,-0.5600000000000591
AMD,1998-11-03,1998-11-06,12.14,12.19,8,-0.4,-0.04,686.5300000000001,687.4900000000001,-0.9600000000000364
AMD,1998-11-05,1998-11-09,13.19,12.25,7,6.58,0.66,693.1100000000001,693.1100000000001,0.0
AMD,1998-11-04,1998-11-09,12.31,12.25,8,0.48,0.05,693.5900000000001,693.5900000000001,0.0
ADSK,1998-11-04,1998-11-10,9.23,8.52,10,7.1,0.71,700.6900000000002,700.6900000000002,0.0
AVT,1998-11-05,1998-11-10,59.92,57.62,1,2.3,0.23,702.9900000000001,702.9900000000001,0.0
ADSK,1998-11-05,1998-11-10,9.57,8.52,10,10.5,1.05,713.4900000000001,713.4900000000001,0.0
AVT,1998-11-06,1998-11-11,60.7,60.38,1,0.33,0.03,713.8200000000002,713.8200000000002,0.0
CHKP,1998-11-10,1998-11-13,28.81,28.25,3,1.68,0.17,715.5000000000001,715.5000000000001,0.0
CAR,1998-12-01,1998-12-04,19.95,19.75,5,1.0,0.1,716.5000000000001,716.5000000000001,0.0
CAR,1998-12-02,1998-12-04,21.26,19.75,4,6.04,0.6,722.5400000000001,722.5400000000001,0.0
CAR,1998-12-03,1998-12-07,21.66,19.19,4,9.89,0.99,732.4300000000001,732.4300000000001,0.0
ADI,1998-12-04,1998-12-09,10.72,10.86,9,-1.3,-0.13,731.1300000000001,732.4300000000001,-1.2999999999999545
CHKP,1998-12-08,1998-12-10,41.74,37.88,2,7.73,0.77,738.8600000000001,738.8600000000001,0.0
ADI,1998-12-08,1998-12-10,11.28,10.47,8,6.52,0.65,745.3800000000001,745.3800000000001,0.0
ADI,1998-12-09,1998-12-11,11.41,9.97,8,11.52,1.15,756.9000000000001,756.9000000000001,0.0
BIIB,1998-12-11,1998-12-16,40.56,41.75,2,-2.38,-0.24,754.5200000000001,756.9000000000001,-2.3799999999999955
BIIB,1998-12-17,1998-12-22,47.25,46.0,2,2.5,0.25,757.0200000000001,757.0200000000001,0.0
BIIB,1998-12-18,1998-12-24,47.38,44.06,2,6.63,0.66,763.6500000000001,763.6500000000001,0.0
AMGN,1998-12-22,1998-12-28,19.74,19.02,5,3.58,0.36,767.2300000000001,767.2300000000001,0.0
AMGN,1998-12-23,1998-12-28,20.27,19.02,4,4.98,0.5,772.2100000000002,772.2100000000002,0.0
AWRE,1998-12-31,1999-01-06,26.12,26.62,3,-1.51,-0.15,770.7000000000002,772.2100000000002,-1.509999999999991
ASML,1999-01-06,1999-01-11,50.8,52.76,1,-1.96,-0.2,768.7400000000001,772.2100000000002,-3.4700000000000273
ASML,1999-01-07,1999-01-11,61.36,52.76,1,8.6,0.86,777.3400000000001,777.3400000000001,0.0
CGNX,1999-01-07,1999-01-12,24.08,24.12,4,-0.18,-0.02,777.1600000000002,777.3400000000001,-0.17999999999994998
CGNX,1999-01-08,1999-01-13,24.41,23.0,4,5.64,0.56,782.8000000000002,782.8000000000002,0.0
AMAT,1999-01-07,1999-01-13,11.39,10.03,8,10.88,1.09,793.6800000000002,793.6800000000002,0.0
AMAT,1999-01-08,1999-01-13,11.62,10.03,8,12.72,1.27,806.4000000000002,806.4000000000002,0.0
AWRE,1999-01-15,1999-01-21,39.18,40.75,2,-3.14,-0.31,803.2600000000002,806.4000000000002,-3.1399999999999864
AWRE,1999-01-21,1999-01-26,42.0,42.38,2,-0.75,-0.08,802.5100000000002,806.4000000000002,-3.8899999999999864
BIIB,1999-03-09,1999-03-15,55.12,52.12,1,2.99,0.3,805.5000000000002,806.4000000000002,-0.8999999999999773
BIIB,1999-03-10,1999-03-15,57.22,52.12,1,5.09,0.51,810.5900000000003,810.5900000000003,0.0
CAKE,1999-03-12,1999-03-16,24.87,23.5,4,5.48,0.55,816.0700000000003,816.0700000000003,0.0
ADBE,1999-03-12,1999-03-17,6.29,6.17,15,1.8,0.18,817.8700000000002,817.8700000000002,0.0
AWRE,1999-03-26,1999-03-31,47.64,48.0,2,-0.72,-0.07,817.1500000000002,817.8700000000002,-0.7200000000000273
AWRE,1999-04-09,1999-04-13,82.82,80.38,1,2.44,0.24,819.5900000000003,819.5900000000003,0.0
AWRE,1999-04-08,1999-04-13,60.38,80.38,1,-19.99,-2.0,799.6000000000003,819.5900000000003,-19.99000000000001
BKR,1999-04-20,1999-04-22,30.25,29.0,3,3.75,0.38,803.3500000000003,819.5900000000003,-16.24000000000001
BKR,1999-04-23,1999-04-27,30.91,27.0,3,11.73,1.17,815.0800000000003,819.5900000000003,-4.509999999999991
CAR,1999-04-23,1999-04-27,21.79,19.75,4,8.16,0.82,823.2400000000002,823.2400000000002,0.0
CHKP,1999-04-27,1999-04-29,39.77,34.81,1,4.96,0.5,828.2000000000003,828.2000000000003,0.0
CAKE,1999-04-28,1999-04-30,30.19,28.12,3,6.2,0.62,834.4000000000003,834.4000000000003,0.0
CCEP,1999-04-28,1999-04-30,37.73,34.81,2,5.83,0.58,840.2300000000004,840.2300000000004,0.0
ADSK,1999-04-30,1999-05-04,7.89,7.18,11,7.81,0.78,848.0400000000003,848.0400000000003,0.0
CHKP,1999-05-14,1999-05-19,47.58,44.38,1,3.2,0.32,851.2400000000004,851.2400000000004,0.0
ASML,1999-05-20,1999-05-24,64.01,56.82,1,7.19,0.72,858.4300000000004,858.4300000000004,0.0
CHKP,1999-06-08,1999-06-10,56.04,51.81,1,4.23,0.42,862.6600000000004,862.6600000000004,0.0
CGNX,1999-06-10,1999-06-14,33.9,30.5,2,6.8,0.68,869.4600000000004,869.4600000000004,0.0
ASML,1999-06-17,1999-06-21,77.39,76.22,1,1.17,0.12,870.6300000000003,870.6300000000003,0.0
ADBE,1999-06-22,1999-06-25,10.82,10.52,9,2.7,0.27,873.3300000000004,873.3300000000004,0.0
ADBE,1999-06-23,1999-06-25,11.3,10.52,8,6.24,0.62,879.5700000000004,879.5700000000004,0.0
ADBE,1999-06-24,1999-06-28,11.46,10.44,8,8.16,0.82,887.7300000000004,887.7300000000004,0.0
AWRE,1999-07-07,1999-07-09,51.84,49.25,1,2.59,0.26,890.3200000000004,890.3200000000004,0.0
BIIB,1999-07-07,1999-07-12,86.82,86.37,1,0.45,0.04,890.7700000000004,890.7700000000004,0.0
AWRE,1999-07-16,1999-07-20,64.05,57.0,1,7.05,0.7,897.8200000000004,897.8200000000004,0.0
CDNS,1999-07-16,1999-07-20,16.8,15.38,5,7.13,0.71,904.9500000000004,904.9500000000004,0.0
AMGN,1999-07-15,1999-07-20,30.35,27.45,3,8.7,0.87,913.6500000000004,913.6500000000004,0.0
AMGN,1999-07-16,1999-07-20,31.04,27.45,3,10.77,1.08,924.4200000000004,924.4200000000004,0.0
AMKR,1999-07-29,1999-08-03,16.14,15.12,6,6.09,0.61,930.5100000000004,930.5100000000004,0.0
CDNS,1999-08-24,1999-08-27,12.67,13.0,7,-2.31,-0.23,928.2000000000005,930.5100000000004,-2.3099999999999454
CDNS,1999-08-26,1999-08-30,13.58,12.75,7,5.81,0.58,934.0100000000004,934.0100000000004,0.0
AMKR,1999-09-08,1999-09-10,22.12,21.31,4,3.23,0.32,937.2400000000005,937.2400000000005,0.0
BKNG,1999-09-22,1999-09-24,70.19,65.38,1,4.81,0.48,942.0500000000004,942.0500000000004,0.0
BKNG,1999-10-12,1999-10-14,79.8,73.12,1,6.67,0.67,948.7200000000004,948.7200000000004,0.0
AUDC,1999-10-27,1999-10-29,60.38,57.5,1,2.88,0.29,951.6000000000004,951.6000000000004,0.0
AUDC,1999-10-26,1999-10-29,56.7,57.5,1,-0.8,-0.08,950.8000000000004,951.6000000000004,-0.7999999999999545
AVT,1999-10-26,1999-10-29,49.42,52.62,2,-6.41,-0.64,944.3900000000004,951.6000000000004,-7.209999999999923
AVT,1999-10-27,1999-11-01,50.79,54.31,1,-3.52,-0.35,940.8700000000005,951.6000000000004,-10.729999999999905
AMKR,1999-11-03,1999-11-08,22.84,23.38,4,-2.14,-0.21,938.7300000000005,951.6000000000004,-12.86999999999989
CDNS,1999-11-05,1999-11-09,18.57,17.5,5,5.35,0.54,944.0800000000005,951.6000000000004,-7.519999999999868
ADI,1999-11-05,1999-11-10,22.52,21.02,4,5.99,0.6,950.0700000000005,951.6000000000004,-1.529999999999859
AWRE,1999-11-05,1999-11-11,39.77,37.56,1,2.21,0.22,952.2800000000005,952.2800000000005,0.0
CLAR,1999-11-10,1999-11-12,41.1,31.44,1,9.66,0.97,961.9400000000005,961.9400000000005,0.0
AMD,1999-11-12,1999-11-17,14.83,12.9,6,11.58,1.16,973.5200000000006,973.5200000000006,0.0
BKNG,1999-11-18,1999-11-22,80.72,68.0,1,12.72,1.27,986.2400000000006,986.2400000000006,0.0
AUDC,1999-11-19,1999-11-23,85.84,76.09,1,9.75,0.97,995.9900000000006,995.9900000000006,0.0
AWRE,1999-11-18,1999-11-24,50.27,43.88,1,6.4,0.64,1002.3900000000006,1002.3900000000006,0.0
CLAR,1999-12-03,1999-12-07,55.24,52.36,1,2.88,0.29,1005.2700000000006,1005.2700000000006,0.0
CLAR,1999-12-02,1999-12-07,50.5,52.36,1,-1.86,-0.19,1003.4100000000005,1005.2700000000006,-1.8600000000000136
ADSK,1999-12-02,1999-12-07,7.68,8.18,13,-6.5,-0.65,996.9100000000005,1005.2700000000006,-8.360000000000014
ADI,1999-12-03,1999-12-08,27.56,27.32,3,0.71,0.07,997.6200000000006,1005.2700000000006,-7.649999999999977
AMZN,1999-12-10,1999-12-14,5.44,5.19,16,4.04,0.4,1001.6600000000005,1005.2700000000006,-3.6100000000000136
AMGN,1999-12-30,2000-01-03,48.65,52.47,2,-7.65,-0.76,994.0100000000006,1005.2700000000006,-11.259999999999991
AMGN,1999-12-31,2000-01-04,51.07,46.47,1,4.6,0.46,998.6100000000006,1005.2700000000006,-6.659999999999968
AUDC,1999-12-31,2000-01-04,98.24,83.0,1,15.24,1.52,1013.8500000000006,1013.8500000000006,0.0
AMGN,2000-01-11,2000-01-13,56.77,48.54,1,8.23,0.82,1022.0800000000006,1022.0800000000006,0.0
AMD,2000-01-11,2000-01-14,18.38,18.57,5,-0.95,-0.1,1021.1300000000006,1022.0800000000006,-0.9500000000000455
AMKR,2000-01-14,2000-01-19,33.93,31.12,2,5.61,0.56,1026.7400000000005,1026.7400000000005,0.0
AMD,2000-01-14,2000-01-20,19.82,21.75,5,-9.65,-0.96,1017.0900000000005,1026.7400000000005,-9.649999999999977
BLDP,2000-01-14,2000-01-20,45.81,63.06,1,-17.25,-1.73,999.8400000000005,1026.7400000000005,-26.899999999999977
CGNX,2000-01-19,2000-01-21,44.85,42.25,2,5.2,0.52,1005.0400000000005,1026.7400000000005,-21.699999999999932
BLDP,2000-01-19,2000-01-24,53.55,83.98,1,-30.43,-3.04,974.6100000000006,1026.7400000000005,-52.12999999999988
BLDP,2000-01-20,2000-01-25,61.42,68.25,1,-6.83,-0.68,967.7800000000005,1026.7400000000005,-58.95999999999992
BLDP,2000-01-21,2000-01-25,75.34,68.25,1,7.09,0.71,974.8700000000006,1026.7400000000005,-51.86999999999989
