symbol,entry_date,exit_date,entry_price,exit_price,shares,pnl,return_%,cumulative_pnl,cum_max,drawdown
CDNS,1997-01-23,1997-01-31,40.74,38.62,2,-4.23,-0.42,433.71999999999986,441.9899999999999,-8.270000000000039
CAKE,1997-02-21,1997-03-03,22.73,21.25,4,-5.92,-0.59,427.79999999999984,441.9899999999999,-14.190000000000055
CHKP,1997-05-20,1997-05-28,28.8,31.88,3,9.22,0.92,437.01999999999987,441.9899999999999,-4.970000000000027
CHKP,1997-05-21,1997-05-28,28.25,31.88,3,10.88,1.09,447.89999999999986,447.89999999999986,0.0
AMAT,1997-05-23,1997-05-28,6.53,7.04,15,7.64,0.76,455.53999999999985,455.53999999999985,0.0
CHKP,1997-05-23,1997-05-28,28.61,31.88,3,9.8,0.98,465.33999999999986,465.33999999999986,0.0
AMAT,1997-05-30,1997-06-03,6.46,6.68,15,3.34,0.33,468.67999999999984,468.67999999999984,0.0
CMCSA,1997-06-18,1997-06-20,19.27,21.32,5,10.23,1.02,478.90999999999985,478.90999999999985,0.0
ASML,1997-07-22,1997-07-24,95.9,112.01,1,16.11,1.61,495.01999999999987,495.01999999999987,0.0
AMAT,1997-07-30,1997-08-01,8.69,9.27,11,6.36,0.64,501.3799999999999,501.3799999999999,0.0
AMAT,1997-08-08,1997-08-14,9.04,10.04,11,10.98,1.1,512.3599999999999,512.3599999999999,0.0
BIIB,1997-09-26,1997-10-01,35.16,42.0,2,13.68,1.37,526.0399999999998,526.0399999999998,0.0
AAPL,1998-03-10,1998-03-12,0.17,0.2,588,15.59,1.56,541.6299999999999,541.6299999999999,0.0
CHRW,1998-04-08,1998-04-17,24.01,23.38,4,-2.54,-0.25,539.0899999999999,541.6299999999999,-2.5399999999999636
CHRW,1998-04-09,1998-04-20,23.76,22.88,4,-3.54,-0.35,535.55,541.6299999999999,-6.079999999999927
AMD,1998-04-09,1998-04-20,13.24,13.62,7,2.66,0.27,538.2099999999999,541.6299999999999,-3.419999999999959
AMZN,1998-07-10,1998-07-15,0.85,0.97,70,8.16,0.82,546.3699999999999,546.3699999999999,0.0
AMZN,1998-07-09,1998-07-20,0.87,1.01,70,9.77,0.98,556.1399999999999,556.1399999999999,0.0
AAPL,1998-07-24,1998-07-30,0.25,0.27,400,7.86,0.79,563.9999999999999,563.9999999999999,0.0
AAPL,1998-07-22,1998-07-31,0.26,0.28,384,5.9,0.59,569.8999999999999,569.8999999999999,0.0
AAPL,1998-07-23,1998-07-31,0.26,0.28,384,5.9,0.59,575.7999999999998,575.7999999999998,0.0
BIIB,1998-11-10,1998-11-13,29.58,31.5,3,5.76,0.58,581.5599999999998,581.5599999999998,0.0
ADSK,1998-11-10,1998-11-18,8.21,7.09,12,-13.44,-1.34,568.1199999999998,581.5599999999998,-13.440000000000055
ADSK,1998-11-11,1998-11-19,8.14,7.62,12,-6.24,-0.62,561.8799999999998,581.5599999999998,-19.680000000000064
ADBE,1998-11-20,1998-11-24,5.37,5.88,18,9.18,0.92,571.0599999999997,581.5599999999998,-10.500000000000114
AWRE,1998-12-04,1998-12-08,18.92,24.25,4,21.32,2.13,592.3799999999998,592.3799999999998,0.0
AMZN,1998-12-01,1998-12-09,1.55,1.71,45,7.27,0.73,599.6499999999997,599.6499999999997,0.0
AMZN,1998-12-03,1998-12-10,1.61,1.81,44,8.95,0.9,608.5999999999998,608.5999999999998,0.0
CAR,1998-12-11,1998-12-21,19.16,18.69,5,-2.36,-0.24,606.2399999999998,608.5999999999998,-2.3600000000000136
AWRE,1998-12-11,1998-12-21,21.82,20.75,3,-3.21,-0.32,603.0299999999997,608.5999999999998,-5.57000000000005
BIIB,1998-12-24,1998-12-30,42.8,45.0,2,4.4,0.44,607.4299999999997,608.5999999999998,-1.1700000000000728
AMZN,1998-12-31,1999-01-05,2.6,2.74,34,4.73,0.47,612.1599999999997,612.1599999999997,0.0
ASML,1999-01-13,1999-01-19,49.6,53.9,1,4.3,0.43,616.4599999999997,616.4599999999997,0.0
AMZN,1999-01-14,1999-01-25,3.59,3.04,13,-7.18,-0.72,609.2799999999997,616.4599999999997,-7.17999999999995
CGNX,1999-01-15,1999-01-25,22.8,24.38,4,6.3,0.63,615.5799999999997,616.4599999999997,-0.8799999999999955
CGNX,1999-01-20,1999-01-25,22.55,24.38,4,7.3,0.73,622.8799999999997,622.8799999999997,0.0
AMZN,1999-01-15,1999-01-26,3.35,2.82,13,-6.95,-0.69,615.9299999999996,622.8799999999997,-6.9500000000000455
CGNX,1999-01-28,1999-02-01,23.04,28.0,4,19.84,1.98,635.7699999999996,635.7699999999996,0.0
ASML,1999-01-28,1999-02-01,53.46,59.74,1,6.28,0.63,642.0499999999996,642.0499999999996,0.0
AWRE,1999-01-29,1999-02-08,39.41,35.88,2,-7.07,-0.71,634.9799999999996,642.0499999999996,-7.07000000000005
CGNX,1999-02-03,1999-02-09,25.1,26.62,3,4.57,0.46,639.5499999999996,642.0499999999996,-2.5
ASML,1999-02-03,1999-02-09,54.48,56.98,1,2.5,0.25,642.0499999999996,642.0499999999996,0.0
ADI,1999-04-20,1999-04-22,12.72,14.23,7,10.6,1.06,652.6499999999996,652.6499999999996,0.0
ADI,1999-06-29,1999-07-01,16.96,18.8,5,9.2,0.92,661.8499999999997,661.8499999999997,0.0
AMGN,1999-07-20,1999-07-22,26.7,27.86,3,3.47,0.35,665.3199999999997,665.3199999999997,0.0
AMKR,1999-07-21,1999-07-23,11.64,13.06,8,11.38,1.14,676.6999999999997,676.6999999999997,0.0
AAPL,1999-09-16,1999-09-20,0.55,0.58,181,5.3,0.53,681.9999999999997,681.9999999999997,0.0
AMD,1999-09-14,1999-09-22,10.3,9.5,9,-7.2,-0.72,674.7999999999996,681.9999999999997,-7.2000000000000455
AMD,1999-09-16,1999-09-24,10.21,8.69,9,-13.68,-1.37,661.1199999999997,681.9999999999997,-20.879999999999995
AAPL,1999-09-22,1999-09-30,0.51,0.45,196,-12.13,-1.21,648.9899999999997,681.9999999999997,-33.00999999999999
AAPL,1999-09-23,1999-10-01,0.51,0.47,196,-8.36,-0.84,640.6299999999997,681.9999999999997,-41.370000000000005
AMZN,1999-10-13,1999-10-21,4.12,3.9,24,-5.35,-0.54,635.2799999999996,681.9999999999997,-46.72000000000003
CDNS,1999-11-11,1999-11-15,16.49,17.44,6,5.69,0.57,640.9699999999997,681.9999999999997,-41.02999999999997
AMKR,1999-11-16,1999-11-18,23.28,25.0,4,6.88,0.69,647.8499999999997,681.9999999999997,-34.14999999999998
CDNS,1999-11-16,1999-11-18,16.43,18.06,6,9.8,0.98,657.6499999999996,681.9999999999997,-24.350000000000023
AAPL,1999-11-19,1999-11-24,0.65,0.7,153,7.62,0.76,665.2699999999996,681.9999999999997,-16.730000000000018
CLAR,1999-11-23,1999-11-29,35.96,41.71,1,5.75,0.58,671.0199999999996,681.9999999999997,-10.980000000000018
AMKR,1999-11-19,1999-11-30,23.52,24.81,4,5.17,0.52,676.1899999999996,681.9999999999997,-5.810000000000059
AMZN,1999-12-01,1999-12-03,4.13,4.62,21,10.4,1.04,686.5899999999996,686.5899999999996,0.0
AMD,1999-12-01,1999-12-03,13.7,14.94,7,8.68,0.87,695.2699999999995,695.2699999999995,0.0
AMAT,1999-11-23,1999-12-03,20.29,22.25,4,7.85,0.79,703.1199999999995,703.1199999999995,0.0
ADBE,1999-11-24,1999-12-03,18.03,17.66,5,-1.85,-0.19,701.2699999999995,703.1199999999995,-1.8500000000000227
AWRE,1999-11-24,1999-12-03,42.68,42.62,1,-0.05,-0.01,701.2199999999996,703.1199999999995,-1.8999999999999773
AMD,1999-12-02,1999-12-06,13.34,15.5,7,15.12,1.51,716.3399999999996,716.3399999999996,0.0
ADSK,1999-12-09,1999-12-13,7.57,8.07,13,6.5,0.65,722.8399999999996,722.8399999999996,0.0
AAPL,1999-12-09,1999-12-17,0.8,0.76,125,-5.12,-0.51,717.7199999999996,722.8399999999996,-5.1200000000000045
AMD,1999-12-09,1999-12-17,14.43,15.0,6,3.42,0.34,721.1399999999995,722.8399999999996,-1.7000000000000455
ADSK,1999-12-10,1999-12-20,7.6,7.38,13,-2.86,-0.29,718.2799999999995,722.8399999999996,-4.560000000000059
AAPL,1999-12-10,1999-12-20,0.77,0.75,129,-2.7,-0.27,715.5799999999995,722.8399999999996,-7.260000000000105
ADSK,1999-12-14,1999-12-22,7.65,7.84,13,2.47,0.25,718.0499999999995,722.8399999999996,-4.790000000000077
CLAR,1999-12-15,1999-12-22,52.49,56.55,1,4.06,0.41,722.1099999999994,722.8399999999996,-0.7300000000001319
ADI,2000-01-05,2000-01-11,31.11,35.02,3,11.74,1.17,733.8499999999995,733.8499999999995,0.0
CAR,2000-01-04,2000-01-12,23.58,22.69,4,-3.57,-0.36,730.2799999999994,733.8499999999995,-3.57000000000005
CGNX,2000-01-04,2000-01-12,35.92,35.75,2,-0.34,-0.03,729.9399999999994,733.8499999999995,-3.910000000000082
AMD,2000-01-25,2000-01-27,16.73,19.0,4,9.08,0.91,739.0199999999994,739.0199999999994,0.0
CGNX,2000-01-27,2000-02-03,40.68,44.12,2,6.89,0.69,745.9099999999994,745.9099999999994,0.0
AMD,2000-02-18,2000-02-29,20.86,19.69,4,-4.68,-0.47,741.2299999999994,745.9099999999994,-4.67999999999995
ADI,2000-02-29,2000-03-02,54.3,60.64,1,6.34,0.63,747.5699999999995,747.5699999999995,0.0
AWRE,2000-03-07,2000-03-15,49.83,46.25,1,-3.58,-0.36,743.9899999999994,747.5699999999995,-3.580000000000041
ADSK,2000-03-16,2000-03-24,12.29,12.52,8,1.84,0.18,745.8299999999995,747.5699999999995,-1.740000000000009
ADBE,2000-03-31,2000-04-07,25.88,28.86,3,8.94,0.89,754.7699999999995,754.7699999999995,0.0
CBRL,2000-04-12,2000-04-14,11.34,12.88,8,12.28,1.23,767.0499999999995,767.0499999999995,0.0
BKR,2000-05-19,2000-05-30,35.07,34.12,2,-1.89,-0.19,765.1599999999995,767.0499999999995,-1.8899999999999864
CHRW,2000-08-02,2000-08-10,58.02,58.38,1,0.35,0.04,765.5099999999995,767.0499999999995,-1.5399999999999636
CHRW,2000-08-04,2000-08-11,56.32,59.44,1,3.12,0.31,768.6299999999995,768.6299999999995,0.0
CHRW,2000-08-03,2000-08-14,56.74,60.25,1,3.51,0.35,772.1399999999995,772.1399999999995,0.0
ASYS,2000-09-06,2000-09-14,19.34,16.75,2,-5.18,-0.52,766.9599999999996,772.1399999999995,-5.17999999999995
ASYS,2000-09-07,2000-09-15,17.34,16.22,2,-2.24,-0.22,764.7199999999996,772.1399999999995,-7.419999999999959
AAPL,2000-09-07,2000-09-15,0.85,0.87,117,2.25,0.22,766.9699999999996,772.1399999999995,-5.169999999999959
ASYS,2000-09-08,2000-09-18,18.67,14.41,2,-8.53,-0.85,758.4399999999996,772.1399999999995,-13.699999999999932
CBRL,2000-11-28,2000-11-30,20.37,22.03,4,6.65,0.66,765.0899999999996,772.1399999999995,-7.0499999999999545
BKR,2001-01-04,2001-01-12,39.83,41.75,2,3.84,0.38,768.9299999999996,772.1399999999995,-3.2099999999999227
ADSK,2001-01-25,2001-02-02,8.98,9.03,11,0.55,0.05,769.4799999999996,772.1399999999995,-2.659999999999968
CAR,2001-01-26,2001-02-02,12.61,13.3,7,4.83,0.48,774.3099999999996,774.3099999999996,0.0
CAR,2001-01-30,2001-02-02,12.47,13.3,8,6.64,0.66,780.9499999999996,780.9499999999996,0.0
ADSK,2001-01-26,2001-02-05,9.02,8.7,11,-3.52,-0.35,777.4299999999996,780.9499999999996,-3.519999999999982
AXON,2002-01-15,2002-01-18,15.87,17.21,5,6.7,0.67,784.1299999999997,784.1299999999997,0.0
AZTA,2002-01-15,2002-01-24,45.36,43.87,2,-2.98,-0.3,781.1499999999996,784.1299999999997,-2.980000000000018
ASML,2002-03-12,2002-03-18,29.62,31.61,3,5.97,0.6,787.1199999999997,787.1199999999997,0.0
AMKR,2002-11-12,2002-11-14,4.4,5.1,13,9.1,0.91,796.2199999999997,796.2199999999997,0.0
ADBE,2002-11-20,2002-11-22,13.28,14.44,7,8.12,0.81,804.3399999999997,804.3399999999997,0.0
ADBE,2002-11-27,2002-12-06,13.99,12.68,7,-9.17,-0.92,795.1699999999997,804.3399999999997,-9.169999999999959
AMKR,2002-12-04,2002-12-12,6.59,5.76,10,-8.3,-0.83,786.8699999999998,804.3399999999997,-17.469999999999914
AMKR,2002-12-05,2002-12-13,5.5,5.39,10,-1.1,-0.11,785.7699999999998,804.3399999999997,-18.569999999999936
BGC,2003-02-07,2003-02-18,15.2,12.15,6,-18.3,-1.83,767.4699999999998,804.3399999999997,-36.86999999999989
BGC,2003-02-11,2003-02-20,15.12,11.87,6,-19.5,-1.95,747.9699999999998,804.3399999999997,-56.36999999999989
AMKR,2003-06-10,2003-06-12,10.57,11.55,9,8.82,0.88,756.7899999999998,804.3399999999997,-47.54999999999984
AZTA,2003-06-10,2003-06-18,11.24,10.97,8,-2.16,-0.22,754.6299999999999,804.3399999999997,-49.70999999999981
AZTA,2003-06-11,2003-06-19,10.89,11.59,9,6.3,0.63,760.9299999999998,804.3399999999997,-43.409999999999854
AMKR,2003-07-18,2003-07-22,15.61,17.47,6,11.16,1.12,772.0899999999998,804.3399999999997,-32.249999999999886
AZTA,2003-07-18,2003-07-24,16.15,20.0,6,23.1,2.31,795.1899999999998,804.3399999999997,-9.149999999999864
AZTA,2003-07-22,2003-07-24,15.92,20.0,6,24.48,2.45,819.6699999999998,819.6699999999998,0.0
AZTA,2003-07-31,2003-08-08,18.16,18.2,4,0.16,0.02,819.8299999999998,819.8299999999998,0.0
AZTA,2003-08-01,2003-08-11,18.67,17.55,4,-4.48,-0.45,815.3499999999998,819.8299999999998,-4.480000000000018
AXON,2003-08-05,2003-08-11,17.72,21.14,4,13.68,1.37,829.0299999999997,829.0299999999997,0.0
AZTA,2003-08-05,2003-08-14,18.67,20.5,4,7.32,0.73,836.3499999999998,836.3499999999998,0.0
AZTA,2003-08-06,2003-08-14,18.34,20.5,4,8.64,0.86,844.9899999999998,844.9899999999998,0.0
APLD,2003-08-07,2003-08-15,4.4,3.23,9,-10.53,-1.05,834.4599999999998,844.9899999999998,-10.529999999999973
APLD,2003-08-08,2003-08-18,4.05,3.15,9,-8.1,-0.81,826.3599999999998,844.9899999999998,-18.629999999999995
AZTA,2003-08-26,2003-08-28,22.61,24.71,4,8.4,0.84,834.7599999999998,844.9899999999998,-10.230000000000018
AZTA,2003-08-27,2003-08-29,22.69,24.6,4,7.64,0.76,842.3999999999997,844.9899999999998,-2.590000000000032
AMD,2003-09-11,2003-09-15,10.92,12.3,9,12.42,1.24,854.8199999999997,854.8199999999997,0.0
BGC,2003-09-11,2003-09-15,23.46,24.81,4,5.4,0.54,860.2199999999997,860.2199999999997,0.0
AZTA,2003-09-11,2003-09-19,25.2,25.12,3,-0.24,-0.02,859.9799999999997,860.2199999999997,-0.2400000000000091
AVDL,2003-09-24,2003-10-02,38.99,32.81,2,-12.36,-1.24,847.6199999999997,860.2199999999997,-12.600000000000023
AVDL,2003-09-25,2003-10-03,38.38,34.4,2,-7.96,-0.8,839.6599999999996,860.2199999999997,-20.56000000000006
AXON,2003-11-04,2003-11-06,52.86,59.57,1,6.71,0.67,846.3699999999997,860.2199999999997,-13.850000000000023
CALM,2003-12-19,2003-12-24,29.03,33.04,2,8.02,0.8,854.3899999999996,860.2199999999997,-5.830000000000041
CGNX,2004-01-30,2004-02-09,31.11,30.87,3,-0.72,-0.07,853.6699999999996,860.2199999999997,-6.550000000000068
AXON,2004-09-21,2004-09-29,36.75,36.11,2,-1.28,-0.13,852.3899999999996,860.2199999999997,-7.830000000000041
AXON,2004-09-28,2004-10-06,37.21,38.5,2,2.58,0.26,854.9699999999997,860.2199999999997,-5.25
AMD,2004-11-23,2004-11-26,20.33,21.83,4,6.0,0.6,860.9699999999997,860.9699999999997,0.0
AXON,2004-11-18,2004-11-29,55.3,48.49,1,-6.81,-0.68,854.1599999999997,860.9699999999997,-6.809999999999945
BGC,2004-12-02,2004-12-06,10.52,11.15,9,5.67,0.57,859.8299999999997,860.9699999999997,-1.1399999999999864
CALM,2004-12-01,2004-12-09,12.83,12.25,7,-4.06,-0.41,855.7699999999998,860.9699999999997,-5.199999999999932
BOOM,2004-12-02,2004-12-10,13.87,12.49,3,-4.14,-0.41,851.6299999999998,860.9699999999997,-9.339999999999918
CALM,2004-12-02,2004-12-10,12.58,12.38,7,-1.4,-0.14,850.2299999999998,860.9699999999997,-10.739999999999895
BOOM,2004-12-03,2004-12-13,13.09,12.6,4,-1.96,-0.2,848.2699999999998,860.9699999999997,-12.699999999999932
AMD,2004-12-09,2004-12-17,22.21,22.1,4,-0.44,-0.04,847.8299999999997,860.9699999999997,-13.139999999999986
BMRN,2004-12-22,2004-12-29,5.96,6.3,16,5.44,0.54,853.2699999999998,860.9699999999997,-7.699999999999932
ADSK,2005-01-12,2005-01-21,31.42,31.65,3,0.69,0.07,853.9599999999998,860.9699999999997,-7.009999999999877
ADSK,2005-01-13,2005-01-24,31.01,30.1,3,-2.73,-0.27,851.2299999999998,860.9699999999997,-9.739999999999895
ADSK,2005-01-14,2005-01-25,30.83,27.94,3,-8.67,-0.87,842.5599999999998,860.9699999999997,-18.409999999999854
ADSK,2005-01-19,2005-01-27,31.27,29.84,3,-4.29,-0.43,838.2699999999999,860.9699999999997,-22.699999999999818
ADSK,2005-01-20,2005-01-28,30.67,29.87,3,-2.4,-0.24,835.8699999999999,860.9699999999997,-25.099999999999795
ADSK,2005-01-21,2005-01-31,30.67,29.16,3,-4.53,-0.45,831.3399999999999,860.9699999999997,-29.629999999999768
AZTA,2005-02-23,2005-02-25,17.32,18.13,5,4.05,0.4,835.3899999999999,860.9699999999997,-25.579999999999814
AZTA,2005-02-18,2005-02-28,17.46,18.66,5,6.0,0.6,841.3899999999999,860.9699999999997,-19.579999999999814
AZTA,2005-02-24,2005-02-28,16.95,18.66,5,8.55,0.86,849.9399999999998,860.9699999999997,-11.029999999999859
BOOM,2005-03-17,2005-03-22,28.79,36.1,2,14.62,1.46,864.5599999999998,864.5599999999998,0.0
BOOM,2005-03-18,2005-03-22,27.49,36.1,2,17.22,1.72,881.7799999999999,881.7799999999999,0.0
BOOM,2005-03-30,2005-04-01,31.52,35.75,1,4.23,0.42,886.0099999999999,886.0099999999999,0.0
