symbol,signal,entry_date,exit_date,entry_price,exit_price,shares,pnl,return_%,cumulative_pnl,cum_max,drawdown,r_multiple
ADEA,buy,2019-03-12,2019-06-12,39.0,32.86,2,-15.73,-1.57,1226.86,1283.23,-56.37000000000012,-2.0166666666666666
AAXJ,buy,2019-02-05,2019-08-05,69.1,64.01,1,-7.37,-0.74,1219.49,1283.23,-63.74000000000001,-1.0665701881331404
AAL,buy,2019-05-24,2019-08-14,29.69,26.24,3,-11.61,-1.16,1207.88,1283.23,-75.34999999999991,-1.303469181542607
ADSK,buy,2019-02-05,2019-08-28,151.73,134.21,0,-11.55,-1.15,1196.3300000000002,1283.23,-86.89999999999986,-inf
ACAD,buy,2019-08-14,2020-01-03,29.04,40.28,3,38.69,3.87,1235.0200000000002,1283.23,-48.20999999999981,4.441000918273645
AAL,buy,2019-10-08,2020-02-25,25.56,23.75,3,-7.07,-0.71,1227.9500000000003,1283.23,-55.279999999999745,-0.9220135628586335
ADSK,buy,2019-10-08,2020-03-09,146.17,158.68,0,8.56,0.86,1236.5100000000002,1283.23,-46.7199999999998,inf
ACGL,buy,2019-07-02,2020-03-09,37.76,36.24,2,-4.03,-0.4,1232.4800000000002,1283.23,-50.74999999999977,-0.5336334745762712
ACWX,buy,2017-01-04,2020-03-11,40.7,40.3,2,-0.97,-0.1,1231.5100000000002,1283.23,-51.7199999999998,-0.11916461916461915
ACAD,buy,2020-01-07,2020-03-12,42.62,32.22,2,-24.41,-2.44,1207.1000000000001,1283.23,-76.12999999999988,-2.8636790239324266
ACWI,buy,2012-12-20,2020-03-12,48.02,61.31,2,27.68,2.77,1234.7800000000002,1283.23,-48.44999999999982,2.88213244481466
ADBE,buy,2019-02-05,2020-03-12,256.74,290.06,0,12.98,1.3,1247.7600000000002,1283.23,-35.4699999999998,inf
ADP,buy,2016-03-08,2020-03-12,85.6,136.74,1,59.74,5.97,1307.5000000000002,1307.5000000000002,0.0,6.978971962616822
AAXJ,buy,2019-08-09,2020-03-12,64.49,60.09,1,-6.83,-0.68,1300.6700000000003,1307.5000000000002,-6.829999999999927,-1.059078926965421
AAPL,buy,2019-02-15,2020-03-16,171.25,245.89,0,43.58,4.36,1344.2500000000002,1344.2500000000002,0.0,inf
ADAP,buy,2020-06-02,2020-06-15,12.32,9.24,8,-25.0,-2.5,1319.2500000000002,1344.2500000000002,-25.0,-2.5365259740259742
ACAD,buy,2020-05-27,2020-07-22,51.58,44.04,1,-14.62,-1.46,1304.6300000000003,1344.2500000000002,-39.61999999999989,-2.83443195036836
ADAP,buy,2020-06-16,2020-08-06,10.52,7.97,9,-24.22,-2.42,1280.4100000000003,1344.2500000000002,-63.83999999999992,-2.5580904098014363
AAPL,buy,2020-05-27,2020-08-31,316.14,271.49,0,-14.13,-1.41,1266.2800000000002,1344.2500000000002,-77.97000000000003,-inf
ACMR,buy,2020-05-27,2020-09-03,60.01,85.4,1,42.31,4.23,1308.5900000000001,1344.2500000000002,-35.66000000000008,7.050491584735878
ACMR,buy,2020-09-04,2020-09-08,82.01,61.51,1,-25.0,-2.5,1283.5900000000001,1344.2500000000002,-60.66000000000008,-3.0484087306426044
ACMR,buy,2020-09-09,2020-11-18,60.01,73.48,1,22.44,2.24,1306.0300000000002,1344.2500000000002,-38.22000000000003,3.7393767705382435
ACB,buy,2020-11-19,2020-12-10,7.07,9.38,14,32.6,3.26,1338.63,1344.2500000000002,-5.620000000000118,3.2935946655890076
ACMR,buy,2020-12-11,2021-02-23,73.32,108.6,1,48.12,4.81,1386.75,1386.75,0.0,6.563011456628478
ADPT,buy,2020-07-23,2021-02-23,38.02,53.44,2,40.55,4.06,1427.3,1427.3,0.0,5.332719621251972
ACMR,buy,2021-02-24,2021-03-03,112.49,93.95,0,-16.48,-1.65,1410.82,1427.3,-16.480000000000018,-inf
ACAD,buy,2020-08-07,2021-03-09,43.99,33.0,2,-24.99,-2.5,1385.83,1427.3,-41.47000000000003,-2.8404182768811093
ACMR,buy,2021-03-04,2021-04-19,91.66,74.83,1,-18.36,-1.84,1367.47,1427.3,-59.82999999999993,-2.0030547676194637
AAL,buy,2021-02-24,2021-07-19,20.87,19.57,4,-6.24,-0.62,1361.23,1427.3,-66.06999999999994,-0.7474844274077623
ABTS,buy,2021-07-20,2021-07-23,25.5,21.52,3,-15.59,-1.56,1345.64,1427.3,-81.65999999999985,-2.037908496732026
ABTS,buy,2021-07-27,2021-08-03,16.79,15.15,4,-7.5,-0.75,1338.14,1427.3,-89.15999999999985,-1.1167361524717094
ABTS,buy,2021-08-04,2021-08-05,14.43,10.82,4,-17.21,-1.72,1320.93,1427.3,-106.36999999999989,-2.9816354816354815
ABTS,buy,2021-08-06,2021-08-10,8.86,6.64,4,-10.63,-1.06,1310.3,1427.3,-117.0,-2.9994356659142216
ABTS,buy,2021-08-11,2021-08-16,7.85,6.44,5,-7.38,-0.74,1302.9199999999998,1427.3,-124.38000000000011,-1.8802547770700635
ADEA,buy,2020-09-01,2021-09-20,20.52,30.81,4,50.18,5.02,1353.1,1427.3,-74.20000000000005,6.1135477582846
ACMR,buy,2021-09-21,2021-11-23,98.44,89.34,1,-9.24,-0.92,1343.86,1427.3,-83.44000000000005,-0.9386428281186511
ADSK,buy,2020-05-27,2021-11-24,198.65,258.29,0,30.02,3.0,1373.8799999999999,1427.3,-53.42000000000007,inf
ABNB,buy,2021-08-26,2021-12-16,159.34,159.44,0,0.06,0.01,1373.9399999999998,1427.3,-53.36000000000013,inf
ADBE,buy,2020-05-27,2022-01-05,373.24,524.66,0,40.57,4.06,1414.5099999999998,1427.3,-12.790000000000191,inf
ADSK,buy,2021-11-30,2022-02-23,261.74,209.68,0,-19.89,-1.99,1394.6199999999997,1427.3,-32.68000000000029,-inf
AAXJ,buy,2020-05-27,2022-02-24,63.96,76.83,1,20.12,2.01,1414.7399999999996,1427.3,-12.5600000000004,3.1457160725453406
ABNB,buy,2021-12-17,2022-02-24,154.62,143.8,0,-7.0,-0.7,1407.7399999999996,1427.3,-19.5600000000004,-inf
ACMR,buy,2022-02-03,2022-03-10,78.1,66.37,1,-15.02,-1.5,1392.7199999999996,1427.3,-34.58000000000038,-1.9231754161331625
ACAD,buy,2021-12-22,2022-04-19,21.51,21.04,4,-2.18,-0.22,1390.5399999999995,1427.3,-36.760000000000446,-0.2533705253370525
AAPL,buy,2021-04-22,2022-05-19,133.04,137.2,0,3.13,0.31,1393.6699999999996,1427.3,-33.63000000000034,inf
ACWX,buy,2020-05-27,2022-06-16,41.63,44.39,2,6.64,0.66,1400.3099999999997,1427.3,-26.990000000000236,0.7975018015853951
ADBE,buy,2022-08-09,2022-09-01,434.34,366.59,0,-15.6,-1.56,1384.7099999999998,1427.3,-42.590000000000146,-inf
ACWX,buy,2022-08-17,2022-09-01,46.73,43.49,2,-6.94,-0.69,1377.7699999999998,1427.3,-49.5300000000002,-0.7425636635994008
ADBE,buy,2022-09-13,2022-09-15,382.55,322.05,0,-15.81,-1.58,1361.9599999999998,1427.3,-65.34000000000015,-inf
ACWI,buy,2020-05-27,2022-09-23,71.73,80.6,1,12.36,1.24,1374.3199999999997,1427.3,-52.980000000000246,1.7231283981597656
ACWX,buy,2022-09-13,2022-09-23,44.29,40.92,2,-7.61,-0.76,1366.7099999999998,1427.3,-60.590000000000146,-0.8591104086701287
ADSK,buy,2022-08-04,2022-09-23,218.76,182.35,0,-16.64,-1.66,1350.0699999999997,1427.3,-77.23000000000025,-inf
AAPL,buy,2022-08-04,2022-09-28,166.01,144.99,0,-12.66,-1.27,1337.4099999999996,1427.3,-89.89000000000033,-inf
AAL,buy,2022-08-12,2022-10-03,15.16,11.78,6,-22.28,-2.23,1315.1299999999997,1427.3,-112.1700000000003,-2.449428320140721
ABNB,buy,2022-08-11,2022-11-02,121.3,97.04,0,-20.0,-2.0,1295.1299999999997,1427.3,-132.1700000000003,-inf
AAPL,buy,2022-11-23,2023-01-03,149.45,124.69,0,-16.57,-1.66,1278.5599999999997,1427.3,-148.74000000000024,-inf
ADSK,buy,2022-11-11,2023-01-06,222.5,179.77,0,-19.21,-1.92,1259.3499999999997,1427.3,-167.95000000000027,-inf
ACHC,buy,2022-11-29,2023-03-07,84.18,70.84,1,-15.84,-1.58,1243.5099999999998,1427.3,-183.7900000000002,-1.8816821097647896
ABNB,buy,2023-01-31,2023-04-06,109.48,108.47,0,-0.92,-0.09,1242.5899999999997,1427.3,-184.71000000000026,-inf
AAL,buy,2022-11-11,2023-04-12,15.0,13.23,6,-11.8,-1.18,1230.7899999999997,1427.3,-196.51000000000022,-1.3111111111111111
ADP,buy,2020-05-27,2023-04-26,141.3,206.19,0,45.92,4.59,1276.7099999999998,1427.3,-150.59000000000015,inf
AAON,buy,2023-04-11,2023-08-17,94.82,80.68,1,-14.92,-1.49,1261.7899999999997,1427.3,-165.51000000000022,-1.5735076987977221
AAOI,buy,2023-08-18,2023-09-06,12.59,12.2,7,-3.14,-0.31,1258.6499999999996,1427.3,-168.65000000000032,-0.3562918415976398
AAOI,buy,2023-09-07,2023-09-13,12.25,9.74,8,-20.53,-2.05,1238.1199999999997,1427.3,-189.1800000000003,-2.0948979591836734
ACLS,buy,2023-02-01,2023-10-19,110.98,150.75,0,35.84,3.58,1273.9599999999996,1427.3,-153.34000000000037,inf
ADP,buy,2023-09-14,2023-10-25,248.43,232.14,0,-6.56,-0.66,1267.3999999999996,1427.3,-159.90000000000032,-inf
ADBE,buy,2022-11-17,2024-04-08,331.74,478.69,0,44.3,4.43,1311.6999999999996,1427.3,-115.60000000000036,inf
ACB,buy,2024-04-09,2024-04-17,6.61,5.58,15,-15.58,-1.56,1296.1199999999997,1427.3,-131.1800000000003,-1.571356530509329
ADSK,buy,2023-03-08,2024-04-17,205.84,209.65,0,1.85,0.18,1297.9699999999996,1427.3,-129.33000000000038,inf
ACB,buy,2024-04-18,2024-04-30,5.7,7.01,17,23.03,2.3,1320.9999999999995,1427.3,-106.30000000000041,2.3766769865841075
ACHC,buy,2023-05-12,2024-05-03,71.63,65.83,1,-8.1,-0.81,1312.8999999999996,1427.3,-114.40000000000032,-1.1308111126622924
ACB,buy,2024-05-01,2024-05-08,8.49,6.37,11,-25.0,-2.5,1287.8999999999996,1427.3,-139.40000000000032,-2.676946139843666
AAL,buy,2023-12-06,2024-05-29,13.36,11.35,7,-15.07,-1.51,1272.8299999999997,1427.3,-154.47000000000025,-1.61142001710864
ACB,buy,2024-05-09,2024-05-29,6.48,6.11,15,-5.78,-0.58,1267.0499999999997,1427.3,-160.25000000000023,-0.5946502057613169
ACLS,buy,2024-05-30,2024-07-25,113.73,118.96,0,4.6,0.46,1271.6499999999996,1427.3,-155.65000000000032,inf
ABNB,buy,2024-04-18,2024-08-01,159.6,137.35,0,-13.94,-1.39,1257.7099999999996,1427.3,-169.59000000000037,-inf
ABNB,buy,2024-08-02,2024-08-07,129.31,111.16,0,-14.04,-1.4,1243.6699999999996,1427.3,-183.63000000000034,-inf
ADBE,buy,2024-08-09,2024-12-17,528.02,455.5,0,-13.73,-1.37,1229.9399999999996,1427.3,-197.36000000000035,-inf
AAON,buy,2024-05-07,2025-02-21,76.27,108.05,1,41.67,4.17,1271.6099999999997,1427.3,-155.69000000000028,5.463484987544251
ADMA,buy,2024-12-18,2025-03-04,18.71,14.08,5,-24.77,-2.48,1246.8399999999997,1427.3,-180.46000000000026,-2.6477819347942275
ABNB,buy,2025-02-25,2025-03-13,144.78,119.72,0,-17.31,-1.73,1229.5299999999997,1427.3,-197.7700000000002,-inf
ADSK,buy,2024-07-26,2025-03-13,243.8,244.96,0,0.48,0.05,1230.0099999999998,1427.3,-197.2900000000002,inf
AAPL,buy,2023-04-13,2025-04-04,161.63,195.08,0,20.69,2.07,1250.6999999999998,1427.3,-176.60000000000014,inf
ACGL,buy,2021-03-10,2025-04-07,36.8,87.35,2,137.37,13.74,1388.0699999999997,1427.3,-39.230000000000246,18.664402173913043
AAON,buy,2025-05-13,2025-06-10,104.72,81.69,0,-21.99,-2.2,1366.0799999999997,1427.3,-61.220000000000255,-inf
ACIW,buy,2023-11-28,2025-06-18,26.56,44.78,3,68.61,6.86,1434.6899999999996,1434.6899999999996,0.0,8.610692771084338
ADMA,buy,2025-05-13,2025-07-18,20.38,16.78,4,-17.68,-1.77,1417.0099999999995,1434.6899999999996,-17.680000000000064,-2.168792934249264
AAOI,buy,2025-06-11,2025-07-30,16.84,23.68,5,40.65,4.06,1457.6599999999996,1457.6599999999996,0.0,4.827790973871734
AAL,buy,2025-06-24,2025-08-08,11.24,11.24,8,0.0,0.0,1457.6599999999996,1457.6599999999996,0.0,0.0
ABNB,buy,2025-05-20,2025-08-08,133.76,133.76,0,0.0,0.0,1457.6599999999996,1457.6599999999996,0.0,
ACAD,buy,2025-05-22,2025-08-08,21.77,21.77,4,0.0,0.0,1457.6599999999996,1457.6599999999996,0.0,0.0
ACWI,buy,2022-11-17,2025-08-08,85.59,85.59,1,0.0,0.0,1457.6599999999996,1457.6599999999996,0.0,0.0
ADP,buy,2024-05-30,2025-08-08,240.67,240.67,0,0.0,0.0,1457.6599999999996,1457.6599999999996,0.0,
AAXJ,buy,2022-11-29,2025-08-08,64.45,64.45,1,0.0,0.0,1457.6599999999996,1457.6599999999996,0.0,0.0
ACWX,buy,2022-11-17,2025-08-08,44.81,44.81,2,0.0,0.0,1457.6599999999996,1457.6599999999996,0.0,0.0
AAPL,buy,2025-07-22,2025-08-08,213.14,213.14,0,0.0,0.0,1457.6599999999996,1457.6599999999996,0.0,
ADSK,buy,2025-05-13,2025-08-08,294.18,294.18,0,0.0,0.0,1457.6599999999996,1457.6599999999996,0.0,
ABVX,buy,2025-07-31,2025-08-08,69.77,69.77,1,0.0,0.0,1457.6599999999996,1457.6599999999996,0.0,0.0
